Credibility Code,Sample Size Code,Precision Code,Abundance Code,Significance,AOU,Region,Species,Region Name,Model,N Routes,Trend,2.5%CI,97.5%CI,Relative Abundance
R,R,Y,R,,4590,NEV,Olive-sided Flycatcher,Nevada,Dh,2,-1.599,-6.45,2.717,0.006
Y,,,Y,,4590,NF,Olive-sided Flycatcher,Newfoundland,Dh,17,0.956,-1.703,3.818,0.374
R,Y,,R,,4590,NH,Olive-sided Flycatcher,New Hampshire,Dh,9,-1.551,-4.667,1.275,0.074
Y,,,Y,,4590,NM,Olive-sided Flycatcher,New Mexico,Dh,14,-1.356,-3.719,1.009,0.192
,,,,2,4590,NS,Olive-sided Flycatcher,Nova Scotia,Dh,33,-3.319,-5.229,-1.493,1.185
Y,,Y,Y,,4590,NWT,Olive-sided Flycatcher,Northwest Territories,Dh,15,-0.723,-4.37,2.777,0.893
Y,Y,Y,Y,,4590,NY,Olive-sided Flycatcher,New York,Dh,8,-1.059,-4.521,2.784,0.118
Y,,,Y,,4590,ONT,Olive-sided Flycatcher,Ontario,Dh,104,-0.867,-3.045,1.229,0.343
,,,,,4590,ORE,Olive-sided Flycatcher,Oregon,Dh,80,-0.078,-1.04,0.925,2.42
R,R,Y,R,,4590,PA,Olive-sided Flycatcher,Pennsylvania,Dh,1,-0.762,-5.548,3.669,0.003
R,R,Y,Y,,4590,PEI,Olive-sided Flycatcher,Prince Edward Island,Dh,3,-3.394,-7.136,0.282,0.412
Y,,,Y,,4590,QUE,Olive-sided Flycatcher,Quebec,Dh,96,-0.989,-3.141,1.598,0.312
Y,Y,Y,Y,,4590,SAS,Olive-sided Flycatcher,Saskatchewan,Dh,11,-2.635,-6.494,0.67,0.199
Y,,,Y,2,4590,UT,Olive-sided Flycatcher,Utah,Dh,35,-4.215,-6.413,-2.094,0.182
Y,Y,Y,Y,,4590,VT,Olive-sided Flycatcher,Vermont,Dh,10,-1.898,-4.959,1.466,0.116
,,,,2,4590,WAS,Olive-sided Flycatcher,Washington,Dh,62,-1.791,-2.765,-0.78,1.227
R,,,R,2,4590,WIS,Olive-sided Flycatcher,Wisconsin,Dh,28,-3.767,-6.483,-1.129,0.031
Y,,,Y,,4590,WYO,Olive-sided Flycatcher,Wyoming,Dh,21,0.711,-1.283,2.883,0.261
,,,,2,4590,YT,Olive-sided Flycatcher,Yukon,Dh,42,-5.109,-6.784,-3.489,3.238
Y,,,Y,2,4590,CAN,Olive-sided Flycatcher,Canada,Dh,581,-2.84,-3.691,-1.987,0.991
,,,,2,4590,US,Olive-sided Flycatcher,United States,Dh,691,-1.175,-1.942,-0.412,1.249
,,,,2,4590,SUR,Olive-sided Flycatcher,Survey-wide,Dh,1272,-1.944,-2.506,-1.386,1.115
Y,,,Y,2,4590,CA1,Olive-sided Flycatcher,Canada (core),Dh,507,-2.52,-3.414,-1.68,0.733
Y,,,Y,2,4590,US1,Olive-sided Flycatcher,United States (core),Dh,626,-1.055,-1.551,-0.563,0.732
Y,,,Y,2,4590,SU1,Olive-sided Flycatcher,Survey-wide (core),Dh,1133,-1.849,-2.402,-1.323,0.734
Y,Y,Y,Y,,4600,S34,Greater Pewee,Sierra Madre Occidental,Dh,6,0.005,-3.121,4.528,0.392
Y,Y,Y,Y,,4600,ARI,Greater Pewee,Arizona,Dh,6,0.005,-3.121,4.528,0.392
Y,Y,Y,Y,,4600,US,Greater Pewee,United States,Dh,6,0.005,-3.121,4.528,0.392
Y,Y,Y,Y,,4600,SUR,Greater Pewee,Survey-wide,Dh,6,0.005,-3.121,4.528,0.392
Y,Y,Y,Y,,4600,US1,Greater Pewee,United States (core),Dh,6,0.005,-3.121,4.528,0.392
Y,Y,Y,Y,,4600,SU1,Greater Pewee,Survey-wide (core),Dh,6,0.005,-3.121,4.528,0.392
,,,,2,4620,S04,Western Wood-Pewee,Northwestern Interior Forest,D,81,-1.524,-3.005,-0.042,2.441
,,,,,4620,S05,Western Wood-Pewee,Northern Pacific Rainforest,D,149,-0.098,-0.755,0.589,4.623
,,,,2,4620,S06,Western Wood-Pewee,Boreal Taiga Plains,D,104,-5.569,-6.929,-4.213,1.888
,,,,,4620,S09,Western Wood-Pewee,Great Basin,D,193,0.027,-0.457,0.514,4.5
,,,,,4620,S10,Western Wood-Pewee,Northern Rockies,D,226,-0.377,-1.017,0.242,9.337
Y,,,Y,,4620,S11,Western Wood-Pewee,Prairie Potholes,D,69,0.594,-0.875,2.141,0.341
,,,,,4620,S15,Western Wood-Pewee,Sierra Nevada,D,38,-0.647,-1.462,0.187,51.172
,,,,2,4620,S16,Western Wood-Pewee,Southern Rockies/Colorado Plateau,D,186,-0.722,-1.244,-0.229,5.751
,,,,,4620,S17,Western Wood-Pewee,Badlands and Prairies,D,80,0.21,-0.632,1.144,2.291
Y,,,Y,1,4620,S18,Western Wood-Pewee,Shortgrass Prairie,D,65,2.096,0.575,3.789,0.421
R,Y,R,R,,4620,S19,Western Wood-Pewee,Central Mixed Grass Prairie,D,5,3.563,-1.027,12.569,0.042
,,,,2,4620,S32,Western Wood-Pewee,Coastal California,D,80,-2.653,-3.593,-1.742,3.521
Y,Y,,Y,,4620,S33,Western Wood-Pewee,Sonoran and Mojave Deserts,D,9,-1.199,-3.798,1.188,0.106
,,,,2,4620,S34,Western Wood-Pewee,Sierra Madre Occidental,D,27,-2.192,-4.076,-0.693,8.266
,,,,,4620,S35,Western Wood-Pewee,Chihuahuan Desert,D,31,-1.133,-2.752,0.352,1.162
Y,,,Y,,4620,AK,Western Wood-Pewee,Alaska,D,46,-0.902,-2.615,0.877,0.608
,,,,2,4620,ALB,Western Wood-Pewee,Alberta,D,121,-5.78,-7.135,-4.438,1.709
,,,,,4620,ARI,Western Wood-Pewee,Arizona,D,36,-0.139,-1.177,0.885,2.324
,,,,2,4620,BC,Western Wood-Pewee,British Columbia,D,134,-1.814,-2.755,-0.97,8.871
,,,,2,4620,CAL,Western Wood-Pewee,California,D,178,-0.978,-1.559,-0.364,10.872
,,,,2,4620,COL,Western Wood-Pewee,Colorado,D,130,-0.869,-1.543,-0.203,7.344
,,,,1,4620,IDA,Western Wood-Pewee,Idaho,D,44,1.081,0.253,1.987,4.184
R,Y,R,R,,4620,MAN,Western Wood-Pewee,Manitoba,D,7,-4.437,-11.564,0.17,0.03
,,,,,4620,MON,Western Wood-Pewee,Montana,D,90,0.713,-0.114,1.577,4.055
R,Y,R,R,,4620,ND,Western Wood-Pewee,North Dakota,D,5,-2.6,-13.238,1.739,0.051
Y,Y,Y,Y,,4620,NEB,Western Wood-Pewee,Nebraska,D,11,0.876,-2.207,5.149,0.204
Y,,,Y,,4620,NEV,Western Wood-Pewee,Nevada,D,18,1.455,-1.144,4.64,0.407
,,,,2,4620,NM,Western Wood-Pewee,New Mexico,D,64,-2.274,-4.079,-0.932,4.202
Y,Y,Y,,,4620,NWT,Western Wood-Pewee,Northwest Territories,D,11,-1.401,-5.894,1.446,1.032
,,,,,4620,ORE,Western Wood-Pewee,Oregon,D,105,-0.294,-0.869,0.292,10.864
Y,,Y,Y,2,4620,SAS,Western Wood-Pewee,Saskatchewan,D,24,-4.995,-8.485,-1.729,0.349
,,,,1,4620,SD,Western Wood-Pewee,South Dakota,D,20,2.245,0.622,3.948,2.037
Y,,Y,Y,,4620,TEX,Western Wood-Pewee,Texas,D,15,0.536,-2.324,4.151,0.174
,,,,,4620,UT,Western Wood-Pewee,Utah,D,71,0.394,-0.642,1.484,1.39
,,,,1,4620,WAS,Western Wood-Pewee,Washington,D,88,1.185,0.391,2.049,14.078
,,,,1,4620,WYO,Western Wood-Pewee,Wyoming,D,79,0.857,0.023,1.738,2.348
,,,,,4620,YT,Western Wood-Pewee,Yukon,D,42,-1.753,-3.703,0.193,5.776
,,,,2,4620,CAN,Western Wood-Pewee,Canada,D,339,-2.615,-3.34,-1.914,3.838
,,,,,4620,US,Western Wood-Pewee,United States,D,1000,-0.295,-0.685,0.013,4.039
,,,,2,4620,SUR,Western Wood-Pewee,Survey-wide,D,1339,-1.231,-1.606,-0.871,3.967
,,,,2,4620,CA1,Western Wood-Pewee,Canada (core),D,286,-2.885,-3.639,-2.152,4.045
,,,,,4620,US1,Western Wood-Pewee,United States (core),D,954,-0.271,-0.671,0.045,4.939
,,,,2,4620,SU1,Western Wood-Pewee,Survey-wide (core),D,1240,-1.188,-1.562,-0.841,4.629
Y,,,Y,,4610,S06,Eastern Wood-Pewee,Boreal Taiga Plains,Dh,14,-0.605,-2.516,1.432,0.239
R,,,R,2,4610,S08,Eastern Wood-Pewee,Boreal Softwood Shield,Dh,17,-2.682,-5.215,-0.408,0.054
Y,,,Y,,4610,S11,Eastern Wood-Pewee,Prairie Potholes,Dh,94,0.383,-0.492,1.352,0.402
,,,,,4610,S12,Eastern Wood-Pewee,Boreal Hardwood Transition,Dh,213,-0.079,-0.516,0.362,1.66
,,,,,4610,S13,Eastern Wood-Pewee,Lower Great Lakes/St. Lawrence Plain,Dh,171,-0.194,-0.609,0.236,3.341
,,,,2,4610,S14,Eastern Wood-Pewee,Atlantic Northern Forest,Dh,242,-1.619,-2.117,-1.101,1.171
Y,,,Y,1,4610,S19,Eastern Wood-Pewee,Central Mixed Grass Prairie,Dh,51,2.767,1.374,4.214,0.173
,,,,,4610,S20,Eastern Wood-Pewee,Edwards Plateau,Dh,14,-0.695,-2.384,0.852,1.039
Y,,,Y,,4610,S21,Eastern Wood-Pewee,Oaks and Prairies,Dh,47,-0.648,-1.719,0.37,0.835
,,,,1,4610,S22,Eastern Wood-Pewee,Eastern Tallgrass Prairie,Dh,255,1.03,0.635,1.454,3.357
,,,,,4610,S23,Eastern Wood-Pewee,Prairie Hardwood Transition,Dh,140,0.12,-0.259,0.505,5.183
,,,,2,4610,S24,Eastern Wood-Pewee,Central Hardwoods,Dh,146,-0.484,-0.834,-0.139,10.313
,,,,2,4610,S25,Eastern Wood-Pewee,West Gulf Coastal Plain/ouachitas,Dh,90,-1.993,-2.675,-1.317,3.446
,,,,1,4610,S26,Eastern Wood-Pewee,Mississippi Alluvial Valley,Dh,46,1.19,0.186,2.251,1.927
,,,,2,4610,S27,Eastern Wood-Pewee,Southeastern Coastal Plain,Dh,259,-1.208,-1.635,-0.759,3.665
,,,,2,4610,S28,Eastern Wood-Pewee,Appalachian Mountains,Dh,306,-0.644,-0.963,-0.324,3.872
,,,,2,4610,S29,Eastern Wood-Pewee,Piedmont,Dh,149,-0.872,-1.301,-0.441,7.441
,,,,1,4610,S30,Eastern Wood-Pewee,New England/mid-Atlantic Coast,Dh,128,0.527,0.093,1.007,5.052
R,R,Y,R,,4610,S31,Eastern Wood-Pewee,Peninsular Florida,Dh,4,-3.85,-8.833,0.317,0.009
R,Y,,R,,4610,S37,Eastern Wood-Pewee,Gulf Coastal Prairie,Dh,8,-1.498,-4.725,0.79,0.037
,,,,2,4610,ALA,Eastern Wood-Pewee,Alabama,Dh,95,-1.161,-1.775,-0.537,2.499
,,,,2,4610,ARK,Eastern Wood-Pewee,Arkansas,Dh,52,-1.176,-1.886,-0.489,4.985
,,,,1,4610,CON,Eastern Wood-Pewee,Connecticut,Dh,17,2.82,1.493,4.208,4.901
,,,,,4610,DEL,Eastern Wood-Pewee,Delaware,Dh,14,-0.373,-1.483,0.773,6.653
R,,,R,2,4610,FLA,Eastern Wood-Pewee,Florida,Dh,27,-2.312,-4.116,-0.418,0.059
,,,,2,4610,GA,Eastern Wood-Pewee,Georgia,Dh,100,-1.12,-1.704,-0.52,2.973
,,,,,4610,IA,Eastern Wood-Pewee,Iowa,Dh,35,0.034,-1.214,1.237,1.256
,,,,1,4610,ILL,Eastern Wood-Pewee,Illinois,Dh,103,1.016,0.445,1.579,3.535
,,,,,4610,IND,Eastern Wood-Pewee,Indiana,Dh,62,0.322,-0.233,0.891,5.811
,,,,1,4610,KAN,Eastern Wood-Pewee,Kansas,Dh,42,1.439,0.653,2.294,1.337
,,,,2,4610,KY,Eastern Wood-Pewee,Kentucky,Dh,49,-1.234,-1.847,-0.616,5.477
,,,,2,4610,LA,Eastern Wood-Pewee,Louisiana,Dh,57,-1.565,-2.769,-0.358,1.751
Y,,,Y,2,4610,MAN,Eastern Wood-Pewee,Manitoba,Dh,54,-2.227,-3.76,-0.818,0.251
,,,,,4610,MAS,Eastern Wood-Pewee,Massachusetts,Dh,28,-0.378,-1.292,0.511,4.01
,,,,,4610,MD,Eastern Wood-Pewee,Maryland,Dh,67,0.084,-0.315,0.508,8.726
,,,,2,4610,ME,Eastern Wood-Pewee,Maine,Dh,66,-2.45,-3.568,-1.292,1.755
,,,,,4610,MIC,Eastern Wood-Pewee,Michigan,Dh,84,-0.03,-0.629,0.54,4.918
,,,,,4610,MIN,Eastern Wood-Pewee,Minnesota,Dh,83,0.18,-0.44,0.776,2.415
,,,,,4610,MIS,Eastern Wood-Pewee,Mississippi,Dh,45,0.046,-0.853,0.978,3.6
,,,,,4610,MO,Eastern Wood-Pewee,Missouri,Dh,83,0.442,-0.103,0.994,10.479
Y,,,Y,2,4610,NB,Eastern Wood-Pewee,New Brunswick,Dh,40,-2.934,-4.408,-1.507,0.511
,,,,2,4610,NC,Eastern Wood-Pewee,North Carolina,Dh,84,-3.352,-3.954,-2.758,5.808
Y,,,Y,,4610,ND,Eastern Wood-Pewee,North Dakota,Dh,17,-0.004,-1.496,1.694,0.283
Y,,,Y,1,4610,NEB,Eastern Wood-Pewee,Nebraska,Dh,30,3.241,1.531,5.192,0.284
,,,,2,4610,NH,Eastern Wood-Pewee,New Hampshire,Dh,23,-1.039,-1.832,-0.192,2.725
,,,,1,4610,NJ,Eastern Wood-Pewee,New Jersey,Dh,34,1.891,0.871,2.937,4.291
,,,,,4610,NS,Eastern Wood-Pewee,Nova Scotia,Dh,34,-0.341,-1.457,0.715,1.349
,,,,,4610,NY,Eastern Wood-Pewee,New York,Dh,114,0.247,-0.312,0.831,2.864
,,,,2,4610,OHI,Eastern Wood-Pewee,Ohio,Dh,67,-0.575,-1.164,-0.004,4.119
,,,,2,4610,OKL,Eastern Wood-Pewee,Oklahoma,Dh,37,-0.949,-1.766,-0.142,2.326
Y,,,Y,2,4610,ONT,Eastern Wood-Pewee,Ontario,Dh,146,-0.761,-1.312,-0.183,0.578
,,,,,4610,PA,Eastern Wood-Pewee,Pennsylvania,Dh,109,0.119,-0.298,0.548,3.66
R,R,,,2,4610,PEI,Eastern Wood-Pewee,Prince Edward Island,Dh,4,-2.098,-4.715,-0.011,1.26
Y,,,Y,2,4610,QUE,Eastern Wood-Pewee,Quebec,Dh,80,-1.572,-2.501,-0.625,0.144
R,R,,,,4610,RI,Eastern Wood-Pewee,Rhode Island,Dh,4,0.46,-1.988,3.056,6.259
,,,,,4610,SC,Eastern Wood-Pewee,South Carolina,Dh,42,-0.841,-1.696,0.052,4.572
R,Y,Y,R,,4610,SD,Eastern Wood-Pewee,South Dakota,Dh,9,2.333,-0.63,6.163,0.065
,,,,2,4610,TEN,Eastern Wood-Pewee,Tennessee,Dh,45,-0.897,-1.468,-0.336,8.039
Y,,,Y,2,4610,TEX,Eastern Wood-Pewee,Texas,Dh,86,-2.013,-2.98,-0.972,0.65
,,,,,4610,VA,Eastern Wood-Pewee,Virginia,Dh,54,-0.596,-1.164,0.017,8.8
,,,,,4610,VT,Eastern Wood-Pewee,Vermont,Dh,25,-0.691,-1.86,0.436,2.103
,,,,,4610,WIS,Eastern Wood-Pewee,Wisconsin,Dh,94,0.018,-0.425,0.486,5.281
,,,,,4610,WV,Eastern Wood-Pewee,West Virginia,Dh,53,0.498,-0.251,1.259,5.441
Y,,,Y,2,4610,CAN,Eastern Wood-Pewee,Canada,Dh,358,-1.214,-1.659,-0.769,0.376
,,,,2,4610,US,Eastern Wood-Pewee,United States,Dh,2036,-0.401,-0.54,-0.266,3.379
,,,,2,4610,SUR,Eastern Wood-Pewee,Survey-wide,Dh,2394,-0.449,-0.584,-0.321,2.397
Y,,,Y,2,4610,CA1,Eastern Wood-Pewee,Canada (core),Dh,358,-1.214,-1.659,-0.769,0.376
,,,,2,4610,US1,Eastern Wood-Pewee,United States (core),Dh,2036,-0.401,-0.54,-0.266,3.379
,,,,2,4610,SU1,Eastern Wood-Pewee,Survey-wide (core),Dh,2394,-0.449,-0.584,-0.321,2.397
Y,,Y,Y,1,4630,S04,Yellow-bellied Flycatcher,Northwestern Interior Forest,Dh,38,9.402,6.202,13.452,0.296
Y,,Y,Y,,4630,S06,Yellow-bellied Flycatcher,Boreal Taiga Plains,Dh,50,2.321,-0.389,5.82,0.389
,,,,,4630,S08,Yellow-bellied Flycatcher,Boreal Softwood Shield,Dh,133,0.023,-1.417,1.535,8.878
R,Y,R,Y,,4630,S10,Yellow-bellied Flycatcher,Northern Rockies,Dh,12,3.633,-1.529,9.778,0.104
R,Y,Y,R,,4630,S11,Yellow-bellied Flycatcher,Prairie Potholes,Dh,5,-1.163,-6.628,3.232,0.009
,,,,,4630,S12,Yellow-bellied Flycatcher,Boreal Hardwood Transition,Dh,168,0.069,-1.249,1.353,1.02
R,Y,Y,R,,4630,S13,Yellow-bellied Flycatcher,Lower Great Lakes/St. Lawrence Plain,Dh,8,0.738,-3.134,4.925,0.017
,,,,2,4630,S14,Yellow-bellied Flycatcher,Atlantic Northern Forest,Dh,171,-1.992,-3.227,-0.633,1.082
R,Y,Y,R,,4630,S23,Yellow-bellied Flycatcher,Prairie Hardwood Transition,Dh,8,-0.252,-5.071,3.844,0.016
R,Y,R,Y,1,4630,AK,Yellow-bellied Flycatcher,Alaska,Dh,13,7.433,2.93,13.777,0.176
Y,,Y,Y,,4630,ALB,Yellow-bellied Flycatcher,Alberta,Dh,22,1.511,-1.691,5.287,0.12
Y,,Y,Y,,4630,BC,Yellow-bellied Flycatcher,British Columbia,Dh,15,1.643,-3.012,6.528,0.243
,,,,,4630,MAN,Yellow-bellied Flycatcher,Manitoba,Dh,26,-0.117,-2.792,2.86,1.82
Y,,,Y,,4630,ME,Yellow-bellied Flycatcher,Maine,Dh,40,0.126,-1.924,2.532,0.56
Y,,Y,Y,,4630,MIC,Yellow-bellied Flycatcher,Michigan,Dh,16,-0.274,-4.067,3.428,0.277
Y,,,Y,1,4630,MIN,Yellow-bellied Flycatcher,Minnesota,Dh,26,2.021,0.677,3.563,0.98
,,,,2,4630,NB,Yellow-bellied Flycatcher,New Brunswick,Dh,35,-5.129,-7.092,-3.199,1.461
,,,,,4630,NF,Yellow-bellied Flycatcher,Newfoundland,Dh,36,-1.252,-3.006,0.607,54.857
Y,Y,Y,Y,2,4630,NH,Yellow-bellied Flycatcher,New Hampshire,Dh,7,-4.795,-8.704,-1.118,0.112
,,,,,4630,NS,Yellow-bellied Flycatcher,Nova Scotia,Dh,32,-0.184,-2.172,1.829,2.08
R,Y,R,Y,,4630,NWT,Yellow-bellied Flycatcher,Northwest Territories,Dh,10,4.223,-0.083,10.58,0.478
Y,Y,Y,Y,,4630,NY,Yellow-bellied Flycatcher,New York,Dh,9,0.879,-3.036,5.713,0.221
,,,,,4630,ONT,Yellow-bellied Flycatcher,Ontario,Dh,108,1.966,-0.34,4.379,1.899
R,R,R,Y,,4630,PEI,Yellow-bellied Flycatcher,Prince Edward Island,Dh,4,-2.01,-8.9,2.948,0.433
,,,,1,4630,QUE,Yellow-bellied Flycatcher,Quebec,Dh,127,3.423,0.959,6.039,1.768
R,Y,R,Y,,4630,SAS,Yellow-bellied Flycatcher,Saskatchewan,Dh,8,-0.152,-5.051,5.161,0.142
R,Y,R,R,,4630,VT,Yellow-bellied Flycatcher,Vermont,Dh,5,-2.853,-9.846,2.14,0.051
Y,,,Y,,4630,WIS,Yellow-bellied Flycatcher,Wisconsin,Dh,29,0.929,-1.197,3.019,0.151
R,,R,Y,1,4630,YT,Yellow-bellied Flycatcher,Yukon,Dh,25,10.37,6.225,16.515,0.481
,,,,,4630,CAN,Yellow-bellied Flycatcher,Canada,Dh,448,0.304,-0.984,1.607,2.991
Y,,,Y,1,4630,US,Yellow-bellied Flycatcher,United States,Dh,145,3.407,1.68,5.576,0.266
,,,,,4630,SUR,Yellow-bellied Flycatcher,Survey-wide,Dh,593,0.379,-0.891,1.656,2.384
,,,,1,4630,CA1,Yellow-bellied Flycatcher,Canada (core),Dh,377,1.836,0.449,3.231,1.221
Y,,,Y,1,4630,US1,Yellow-bellied Flycatcher,United States (core),Dh,132,1.133,0.086,2.247,0.411
,,,,1,4630,SU1,Yellow-bellied Flycatcher,Survey-wide (core),Dh,509,1.813,0.472,3.159,1.12
Y,,,Y,,4650,S13,Acadian Flycatcher,Lower Great Lakes/St. Lawrence Plain,Dh,26,1.241,-0.091,2.47,0.69
R,Y,,R,,4650,S20,Acadian Flycatcher,Edwards Plateau,Dh,6,-0.616,-4.093,1.811,0.094
R,,,R,,4650,S21,Acadian Flycatcher,Oaks and Prairies,Dh,19,-1.265,-3.333,0.934,0.085
Y,,,Y,1,4650,S22,Acadian Flycatcher,Eastern Tallgrass Prairie,Dh,113,1.873,0.693,2.97,0.161
Y,,,Y,1,4650,S23,Acadian Flycatcher,Prairie Hardwood Transition,Dh,43,1.687,0.039,3.466,0.142
,,,,1,4650,S24,Acadian Flycatcher,Central Hardwoods,Dh,136,1.586,1.127,2.037,2.647
,,,,2,4650,S25,Acadian Flycatcher,West Gulf Coastal Plain/ouachitas,Dh,83,-1.229,-2.12,-0.406,2.66
Y,,,Y,,4650,S26,Acadian Flycatcher,Mississippi Alluvial Valley,Dh,33,1.572,-0.032,3.448,0.77
,,,,1,4650,S27,Acadian Flycatcher,Southeastern Coastal Plain,Dh,255,0.754,0.11,1.465,2.501
,,,,,4650,S28,Acadian Flycatcher,Appalachian Mountains,Dh,248,-0.461,-0.922,0.065,4.327
,,,,1,4650,S29,Acadian Flycatcher,Piedmont,Dh,130,1.977,1.364,2.573,3.116
,,,,,4650,S30,Acadian Flycatcher,New England/mid-Atlantic Coast,Dh,85,0.452,-0.15,1.026,2.886
R,R,Y,R,,4650,S31,Acadian Flycatcher,Peninsular Florida,Dh,4,-2.54,-5.934,0.243,0.021
R,Y,,R,,4650,S37,Acadian Flycatcher,Gulf Coastal Prairie,Dh,11,-1.043,-3.767,1.381,0.051
,,,,1,4650,ALA,Acadian Flycatcher,Alabama,Dh,88,1.572,0.883,2.365,1.372
,,,,,4650,ARK,Acadian Flycatcher,Arkansas,Dh,46,0.149,-0.854,1.043,1.727
Y,Y,Y,Y,,4650,CON,Acadian Flycatcher,Connecticut,Dh,10,1.771,-1.334,6.052,0.127
Y,Y,,,,4650,DEL,Acadian Flycatcher,Delaware,Dh,13,0.202,-1.14,1.627,4.482
Y,,,Y,2,4650,FLA,Acadian Flycatcher,Florida,Dh,32,-2.361,-3.991,-1.024,0.223
,,,,1,4650,GA,Acadian Flycatcher,Georgia,Dh,90,0.948,0.202,1.761,1.931
R,R,Y,R,,4650,IA,Acadian Flycatcher,Iowa,Dh,2,-1.753,-4.986,1.693,0.031
Y,,,Y,,4650,ILL,Acadian Flycatcher,Illinois,Dh,50,-0.033,-1.097,1.021,0.397
,,,,,4650,IND,Acadian Flycatcher,Indiana,Dh,47,0.356,-0.418,1.099,1.566
R,Y,Y,R,,4650,KAN,Acadian Flycatcher,Kansas,Dh,7,1.376,-1.482,4.606,0.085
,,,,1,4650,KY,Acadian Flycatcher,Kentucky,Dh,47,1.78,0.961,2.682,6.298
,,,,,4650,LA,Acadian Flycatcher,Louisiana,Dh,58,-0.76,-2.131,0.429,2.159
R,R,Y,R,,4650,MAS,Acadian Flycatcher,Massachusetts,Dh,2,0.139,-2.751,3.34,0.028
,,,,,4650,MD,Acadian Flycatcher,Maryland,Dh,66,0.343,-0.146,0.811,7.252
Y,,,Y,1,4650,MIC,Acadian Flycatcher,Michigan,Dh,22,2.952,0.684,5.329,0.209
,,,,1,4650,MIS,Acadian Flycatcher,Mississippi,Dh,37,4.63,2.948,6.437,1.801
,,,,1,4650,MO,Acadian Flycatcher,Missouri,Dh,63,3.657,2.644,4.676,1.195
,,,,2,4650,NC,Acadian Flycatcher,North Carolina,Dh,81,-1.472,-2.143,-0.736,3.462
Y,,,Y,,4650,NJ,Acadian Flycatcher,New Jersey,Dh,25,1.981,-0.15,4.48,0.35
R,Y,,R,,4650,NY,Acadian Flycatcher,New York,Dh,9,0.563,-1.884,2.61,0.028
,,,,,4650,OHI,Acadian Flycatcher,Ohio,Dh,52,-0.365,-1.026,0.296,3.045
Y,,,Y,,4650,OKL,Acadian Flycatcher,Oklahoma,Dh,16,-1.035,-2.797,0.695,0.217
Y,,,Y,,4650,PA,Acadian Flycatcher,Pennsylvania,Dh,87,-0.48,-1.022,0.1,0.947
,,,,,4650,SC,Acadian Flycatcher,South Carolina,Dh,41,-0.328,-1.419,0.916,3.242
,,,,1,4650,TEN,Acadian Flycatcher,Tennessee,Dh,39,1.81,1.022,2.73,3.295
Y,,,Y,2,4650,TEX,Acadian Flycatcher,Texas,Dh,46,-3.695,-5.366,-2.157,0.684
,,,,,4650,VA,Acadian Flycatcher,Virginia,Dh,52,0.458,-0.266,1.204,5.548
R,Y,,R,,4650,WIS,Acadian Flycatcher,Wisconsin,Dh,11,1.095,-1.805,4.026,0.034
,,,,2,4650,WV,Acadian Flycatcher,West Virginia,Dh,53,-1.338,-1.973,-0.716,9.613
,,,,1,4650,US,Acadian Flycatcher,United States,Dh,1192,0.489,0.268,0.733,1.857
,,,,1,4650,SUR,Acadian Flycatcher,Survey-wide,Dh,1192,0.489,0.268,0.733,1.857
,,,,1,4650,US1,Acadian Flycatcher,United States (core),Dh,1192,0.489,0.268,0.733,1.857
,,,,1,4650,SU1,Acadian Flycatcher,Survey-wide (core),Dh,1192,0.489,0.268,0.733,1.857
Y,,Y,Y,,34660,S02,Alder & Willow Flycatcher,Western Alaska,Dh,14,-1.28,-4.467,1.631,0.94
R,R,Y,Y,,34660,S03,Alder & Willow Flycatcher,Arctic Plains and Mountains,Dh,3,-0.043,-3.884,3.566,0.155
,,,,2,34660,S04,Alder & Willow Flycatcher,Northwestern Interior Forest,Dh,102,-1.286,-1.947,-0.623,26.95
,,,,2,34660,S05,Alder & Willow Flycatcher,Northern Pacific Rainforest,Dh,144,-0.909,-1.623,-0.211,5.863
,,,,2,34660,S06,Alder & Willow Flycatcher,Boreal Taiga Plains,Dh,143,-1.861,-2.97,-0.824,19.944
,,,,,34660,S08,Alder & Willow Flycatcher,Boreal Softwood Shield,Dh,152,-0.338,-1.365,0.643,16.377
Y,,,Y,,34660,S09,Alder & Willow Flycatcher,Great Basin,Dh,118,-0.397,-1.078,0.301,0.828
,,,,2,34660,S10,Alder & Willow Flycatcher,Northern Rockies,Dh,196,-0.687,-1.322,-0.09,5.172
,,,,,34660,S11,Alder & Willow Flycatcher,Prairie Potholes,Dh,200,0.154,-0.594,0.926,1.111
,,,,2,34660,S12,Alder & Willow Flycatcher,Boreal Hardwood Transition,Dh,270,-0.499,-0.939,-0.066,10.323
,,,,2,34660,S13,Alder & Willow Flycatcher,Lower Great Lakes/St. Lawrence Plain,Dh,170,-0.995,-1.44,-0.545,6.594
,,,,2,34660,S14,Alder & Willow Flycatcher,Atlantic Northern Forest,Dh,282,-0.731,-1.166,-0.287,17.05
R,Y,Y,R,,34660,S15,Alder & Willow Flycatcher,Sierra Nevada,Dh,6,-1.013,-4.488,1.941,0.03
Y,,,Y,2,34660,S16,Alder & Willow Flycatcher,Southern Rockies/Colorado Plateau,Dh,62,-1.467,-2.808,-0.213,0.141
Y,,,Y,1,34660,S17,Alder & Willow Flycatcher,Badlands and Prairies,Dh,44,3.655,1.793,5.849,0.313
R,R,Y,R,,34660,S18,Alder & Willow Flycatcher,Shortgrass Prairie,Dh,3,0.202,-3.508,4.61,0.023
